# stage1_adjudications registry: token_reporters_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/token_reporters_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: 2024
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T01:16:56+00:00
# source_sha256: 0b1e46d6c12b253ff2a18f6b7236e0ed5be3b41ff66d921ce8a36f50bcda0fd6
# rows_written: 431
case_id,target_year,state,oris,verdict,downstream_action,believable_months,repair_value_hint,confidence,needs_review,detail
c-NM0290000-taos-sheriff,2024,NM,NM0290000;NM0290100,token_reporting_flag,partial_year_uplift,,,high,0,token_reporting_flag
c-NY0082000-afton-village,2024,NY,NY0082000,token_reporting_flag,treat_missing_repair,,4,high,0,"Structural zero, treat missing: 0 SRS months in 2024 and CIUS's 12-month status is false; use a peer estimate ~4 since there is no recent credible full year. EST2024=0 not defensible."
c-NY0182500-corfu-village,2024,NY,NY0182500,token_reporting_flag,treat_missing_repair,24,3,high,0,"Structural zero, treat missing: no 2024 month submitted; use a peer estimate ~3-4. EST2024=0 not defensible."
c-NY0222500-glen-park-village,2024,NY,NY0222500,token_reporting_flag,treat_missing_repair,24,2,high,0,"Structural zero, treat missing: no 2024 month submitted; use a peer/history-shrunk estimate ~2-3. EST2024=0 not defensible."
c-NY0503400-north-hornell-village,2024,NY,NY0503400,token_reporting_flag,treat_missing_repair,,,medium,0,Structural non-report with 0 believable submitted months; treat missing and use a carefully matched peer or broader-area estimate since no history exists. EST2024=0 not defensible.
c-NY0582100-wolcott-village,2024,NY,NY0582100,token_reporting_flag,treat_missing_repair,,,medium,0,Structural zero with 0 believable submitted months; set missing and use a peer-based estimate or another verified source since the last positive report is too old. EST2024=0 not defensible.
c-PA0031000-parks-township,2024,PA,PA0031000,token_reporting_flag,treat_missing_repair,,,high,0,"Structurally missing: zero months believable, not twelve; do not uplift zero; use a peer/small-area model with wide uncertainty informed by isolated positive partial submissions. EST2024=0 not defensible."
c-PA0032000-west-kittanning,2024,PA,PA0032000,token_reporting_flag,treat_missing_repair,,,high,0,Structurally missing with zero believable submitted months; use a peer-based small-area estimate since no usable positive history exists. EST2024=0 not defensible.
c-PA0044900-south-heights,2024,PA,PA0044900,token_reporting_flag,treat_missing_repair,,,high,0,Structurally missing with zero believable submitted months; use a very-small-area model permitting substantial probability of zero rather than forcing a positive. EST2024=0 not defensible because it is presented as measured.
c-PA0131200-beaver-meadows,2024,PA,PA0131200,token_reporting_flag,treat_missing_repair,,,high,0,"Packet vocabulary: structural_zero_treat_as_missing. Believable months for 2024 = 0. The only 2024 record is a CIUS printed zero whose 12-month label is the pipeline's own default (artifact 2); the underlying Return-A submission is 0 months, and CIUS is that same master frozen at publication, so there is no second source and nothing was measured. Do not publish 0 as observed at weight 1.0 — set 2024 missing/unmeasured. FILL HAZARD: last real report is 2022 (1 offense on 1 month), so own-history is thin, and the peer floor would impute 913 x 503.4/100k = 4.6 offenses/yr against an agency whose entire measured 2018-2023 record is 0-1/yr; cap any fill at the own-history level (0-1), do not peer-fill. EST2024 = 0 [observed x7] is not defensible AS OBSERVED (it launders a non-report into a weight-1 measured zero), even though 0 is probably close to the truth. BATCH-LEVEL FINDING: all 12 cases in this batch are one mechanism, not 12 judgment calls — every one has a CIUS row and an SRS row for 2024 carrying IDENTICAL 7-offense vectors, where the post-merge record kept CIUS's assumed months_reported=12 / tier 'high' / weight 1.0 instead of inheriting the SRS months (0,0,11,1,2,8,0,2,5,1,6,"
c-PA0320200-homer-city,2024,PA,PA0320200,token_reporting_flag,treat_missing_repair,0,1,high,0,"Structural non-report — treat 2024 as MISSING; EST2024=0 [observedx7] is NOT defensible (0 submitted months, CIUS 12-month label is a default, uplift cannot rescue a zero). Zero submitted months 2021-2024. The MAGNITUDE is genuinely forked and I recommend escalating it rather than filling blind: own-history implies ~1/yr (2019 is a near-complete 11-month submission totalling 1 offence for 1,591 people, 63/100k; 2018 and 2020 are zeros on 3- and 1-month submissions), while the peer band implies 702.6/100k x 1,713 = ~12/yr — a 12x spread. Own-history fill is blocked anyway by the 2-year-recency rule (last real report 2019/2020). External evidence explains the fork rather than resolving it: Homer City eliminated its only full-time police position in the 2025 borough budget, retaining three part-timers, and its council formally asked the Pennsylvania State Police for increased patrols — so in 2024 this was already a marginal part-time department whose ~1/yr record measures the agency's activity, not the borough's crime, with PSP carrying much of the load. Correct handling is therefore not a peer fill on this municipal ORI but exposure from the PSP-coverage localization for the polygon;"
c-PA0320500-cherry-tree,2024,PA,PA0320500,token_reporting_flag,treat_missing_repair,,2,high,0,"Structural non-report — treat 2024 as MISSING for provenance purposes, while recognising the numerical correction is trivial. EST2024=0 [observedx7] is NOT defensible as an OBSERVATION (zero submitted months; the CIUS 12-month label is a default; uplift cannot rescue a zero), but the value it publishes is probably about right: for 268 residents the peer band implies only 503.4/100k x 268 = 1.3 offences/yr, so a true zero year is not merely reachable but likely (P(0)~27%), and the agency's own annualized history is ~1-1.5/yr (2018: 1 offence on an 8-month submission). Fill ~1/yr. The reason to flag rather than accept: this ORI has submitted ZERO months for five consecutive data years (2020-2024) and the panel currently carries 2020, 2023 and 2024 as complete, tier-'high', weight-1.0, 'observed' zero years on the strength of the CIUS default alone. Do not supersede the ORI — external check confirms Cherry Tree Borough PD exists with a chief and three part-time officers."
c-PA0351700-mayfield,2024,PA,PA0351700,token_reporting_flag,treat_missing_repair,0,12,high,0,"Packet sub-verdict: structural_zero_treat_as_missing. This is textbook BLANK-AS-ZERO: CIUS prints 0 for 2024 at an assumed 12 months while the submission record is SRS 0 offences on ZERO reported months. Zero months submitted means nothing was measured, so the published 0 is not a zero-crime finding, it is an empty cell rendered as a count. UPLIFT CANNOT RESCUE A ZERO (0 x 12/0 is undefined; 0 x anything is 0), so the only correct action is to DROP the 2024 agency-year as a non-report and carry the Mayfield borough polygon as MISSING, never as 0. The same treatment is owed to this ORI's 2018 CIUS zero (2-month record) and 2023 CIUS zero (0-month record). If a fill is required, own history is unusable (the agency has never submitted more than 4 months in the span, and never a positive count), so the fill must come from peers/neighbours: peer band (1000,2500] median 702.6 per 100k on FBIpop 1,762 implies ~12 Part-I/yr, and the immediate geographic comparator supports that order of magnitude. EST2024 = 0 observed is NOT defensible — it is the single most damaging output shape in the panel, because a hard zero on an exclusive weight-1 municipal polygon reads as 'safest place in Pennsyl"
c-PA0353500-carbondale-township,2024,PA,PA0353500,token_reporting_flag,partial_year_uplift,0,5,high,0,"Packet sub-verdict: token_report_treat_as_partial. Believable months = 5 (the SRS record). CIUS 2 at '12mo' and SRS 2 at 5mo carry the identical vector 0/0/0/0/0/2/0, so this is one 5-month submission counted twice, with the 12-month label supplied by assumption. Correct handling: months_reported=5, annualise 2 x 12/5 = 4.8, publish ~5. Unlike most of this batch the LEVEL after repair is credible: 4.8/yr on FBIpop 1,148 is 418 per 100k against a peer-implied ~8 offences/yr (702.6 per 100k), i.e. low but a reachable outcome for a rural Lackawanna County township, and the two offences are both larceny, which is the stream a genuinely quiet township would actually record. So the defect here is the COMPLETENESS LABEL, not primarily the magnitude. EST2024 = 2 observed is not defensible as a full year, but the repair moves the polygon by only ~3 offences, so this is a low-materiality instance of a high-materiality bug. Note this ORI has no prior submission at all (2018-2023 are all 0 offences on 0 reported months), so there is no own-history anchor and no fill is available beyond the uplift; the uplift is the right instrument precisely because a real 5-month window exists."
c-PA0544200-north-union-township,2024,PA,PA0544200,token_reporting_flag,treat_missing_repair,,,high,0,"Sub-ruling: structural_zero_treat_as_missing for 2024 AND for 2020-2023. This ORI submitted 0 months in every year from 2020 through 2024; its only positive-month submissions in the span are 2018 (1 month) and 2019 (6 months), both totalling zero. It has therefore never produced a measured year, and both the 2023 and 2024 CIUS zeros are blank-as-zero — a 12-month label defaulted onto a 0-month record. Uplift cannot rescue a zero. Own-history fill is doubly unavailable: it is barred by the existing within-2-years rule (the last submission of any months was 2019) and would return 0 anyway. Repair must be a peer floor (band 1000-2500 median 702.6 per 100k x 1,420 ~= 10) or PSP-localized counts for North Union township cousub 4210755472. Mechanism fits the standard PA arrangement: the Schuylkill County coverage table lists North Union Township Police Dept (Nuremberg, 570-384-3611) as primary with PSP Frackville as station coverage, so a part-time department that stopped filing while PSP records the incidents explains every fact in the panel. EST2024 = 0 [observed] is NOT defensible."
c-SC0020300-north-augusta,2024,SC,SC0020300,token_reporting_flag,flag_review,,,high,0,token_reporting_flag
c-TX0550000-culberson,2024,TX,TX0550000,token_reporting_flag,flag_review,,,medium,0,"Packet-level ruling: structural_zero_treat_as_missing. EST2024=0 [observed] is NOT defensible -- it publishes a false zero into the Texas nonmunicipal remainder layer (CW 48:state_nonmunicipal_remainder, w=1 exclusive), where it dilutes every unincorporated block group in the state rather than one small polygon. Do not attempt an own-history fill: this ORI's entire 2018-2024 record is zero, so an own-history fill is degenerate and returns 0; the fill path must be BLOCKED for this ORI, not merely re-run. Two defensible repairs: (a) mark the 2024 agency-year missing/excluded so the remainder layer is never credited with the zero, or (b) peer-based estimate -- sheriff, population band (1000, 2500], peer median 470.3 per 100k on 2,223 served = ~10 Part-I offences. Option (a) is preferred given the smeared footprint. Resolve first, because it bounds (b): FBI population served (2,223) is essentially the whole of Culberson County, implying the FBI credits this sheriff with the county seat as well. If Van Horn in fact reports separately, the true served population is far smaller and the ~10 figure is too high -- the population-served basis should be confirmed before any peer fill is publis"
c-TX0780000-foard,2024,TX,TX0780000,genuine_low_crime,accept_observed,,,high,0,"credible_low_crime -- publish the zero. EST2024=0 [observed] is correct, and this is the most clearly credible zero in the batch. No repair: a peer-based fill (356.3 per 100k on 342 served = ~1.2 offences) would fabricate more than a third of this agency's entire seven-year recorded output in a single year, and an own-history fill correctly returns near zero anyway. No action required beyond leaving the value observed."
c-TX1350000-king,2024,TX,TX1350000,genuine_low_crime,accept_observed,12,,high,0,"credible_low_crime, and the cleanest such case in the batch. Keep the observed 0; pipeline EST2024 = 0 [observed x7] is defensible and any fill here would be pure fabrication. Separate note for the parent, not a change to this verdict: this ORI's counts crosswalk at weight 1 to 'Texas nonmunicipal remainder', so King County's zero is pooled statewide rather than landing on King County. At 205 population served the dilution from this one agency is negligible, but the same footprint rule applies to every TX sheriff in the batch (see Presidio), and if a material share of TX sheriffs are non-reporting zeros pooled into one remainder polygon, that pool's rate is biased downward systematically. Worth a footprint-level check outside this case."
c-TX1890000-presidio,2024,TX,TX1890000,genuine_low_crime,accept_observed,12,,medium,0,"credible_low_crime. Keep the observed 0; pipeline EST2024 = 0 [observed x7] is defensible. The peer comparison that triggered this case is the wrong yardstick: the 470.3/100k sheriff band median is drawn against a population-served denominator that for this agency is the scattered unincorporated balance of a 3,800-square-mile border county after Presidio city and Marfa are carved out, not a contiguous serviced population. Footprint note carried over from the King County case: this ORI crosswalks at weight 1 to 'Texas nonmunicipal remainder', so the zero is pooled statewide rather than landing on Presidio County - the per-case effect is negligible, but the systematic question of how many pooled TX sheriff zeros are non-reports belongs at the footprint layer, not here."
